26.12.2024,23,125,0
26.12.2024,22,131,0
26.12.2024,21,129,0
26.12.2024,20,136,0
26.12.2024,19,142,0
26.12.2024,18,145,0
26.12.2024,17,144,0
26.12.2024,16,137,0
26.12.2024,15,128,0
26.12.2024,14,118,0
26.12.2024,13,113,0
26.12.2024,12,116,0
26.12.2024,11,115,0
26.12.2024,10,121,0
26.12.2024,9,126,0
26.12.2024,8,127,0
26.12.2024,7,121,0
26.12.2024,6,108,0
26.12.2024,5,105,0
26.12.2024,4,101,0
26.12.2024,3,99,0
26.12.2024,2,104,0
26.12.2024,1,104,0
26.12.2024,0,111,0
