23,106,0
22,115,0
21,117,0
20,102,0
19,107,0
18,111,0
17,107,0
16,93,0
15,85,0
14,73,0
13,67,0
12,66,0
11,64,0
10,65,0
9,71,0
8,71,0
7,61,0
6,35,0
5,30,0
4,25,0
3,24,0
2,29,0
1,35,0
0,43,0
