23,113,0
22,122,0
21,121,0
20,126,0
19,126,0
18,127,0
17,128,0
16,125,0
15,121,0
14,108,0
13,101,0
12,104,0
11,102,0
10,103,0
9,108,0
8,100,0
7,95,0
6,74,0
5,74,0
4,73,0
3,80,0
2,95,0
1,96,0
0,101,0
