23,98,0
22,100,0
21,104,0
20,111,0
19,113,0
18,119,0
17,126,0
16,128,0
15,127,0
14,126,0
13,123,0
12,125,0
11,126,0
10,128,0
9,129,0
8,123,0
7,110,0
6,95,0
5,91,0
4,89,0
3,89,0
2,92,0
1,93,0
0,96,0
