23,39,0
22,50,0
21,50,0
20,60,0
19,70,0
18,73,0
17,77,0
16,60,0
15,55,0
14,42,0
13,36,0
12,36,0
11,37,0
10,35,0
9,32,0
8,22,0
7,19,0
6,19,0
5,18,0
4,17,0
3,17,0
2,16,0
1,17,0
0,18,0
