0,115,0
23,122,0
22,134,0
21,133,0
20,140,0
19,152,0
18,164,0
17,157,0
16,152,0
15,143,0
14,129,0
13,117,0
12,116,0
11,117,0
10,128,0
9,137,0
8,139,0
7,132,0
6,124,0
5,115,0
4,109,0
3,109,0
2,110,0
1,111,0
