23,125,0
22,131,0
21,129,0
20,136,0
19,142,0
18,145,0
17,144,0
16,137,0
15,128,0
14,118,0
13,113,0
12,116,0
11,115,0
10,121,0
9,126,0
8,127,0
7,121,0
6,108,0
5,105,0
4,101,0
3,99,0
2,104,0
1,104,0
0,111,0
