23,123,0
22,129,0
21,133,0
20,136,0
19,147,0
18,153,0
17,156,0
16,146,0
15,142,0
14,126,0
13,118,0
12,117,0
11,122,0
10,130,0
9,136,0
8,135,0
7,132,0
6,118,0
5,114,0
4,112,0
3,115,0
2,119,0
1,125,0
0,134,0
